record_id,employee_id,task_id,task_type,task_priority,required_skills,experience_years,skill_match_score,employee_workload_percent,employee_availability,employee_performance_score,employee_location,task_location,distance_km,similar_tasks_completed,similar_tasks_success_rate,estimated_effort_hours,sla_hours,remaining_sla_hours,workload_capacity,availability_score,location_compatibility,experience_performance_score,sla_urgency_ratio,workload_effort_ratio,actual_completion_hours,sla_met,task_success
H001149,E0091,T01648,Support,High,Azure,8,0.0,13,1,7.66,Pune,Bangalore,172.9,15,0.7859,4.5,13.2,8.52,87,1,0.8271,61.28,1.8941,2.8889,6.32,1,1
H001150,E0166,T03993,Support,Medium,Azure|Python,5,0.0,42,1,9.09,Hyderabad,Pune,700.7,14,0.8618,6.6,23.2,20.0,58,1,0.2993,45.45,3.0299,6.3636,9.52,1,1
H001151,E0231,T01091,Software Development,High,C++|Java,6,0.0,38,1,6.93,Mumbai,Hyderabad,444.3,2,0.7474,4.9,14.2,9.53,62,1,0.5557,41.58,1.9448,7.7551,8.34,1,1
H001152,E0062,T00411,Software Development,High,Java,4,0.0,80,1,9.19,Kolkata,Kolkata,0.0,37,0.8486,7.2,11.1,10.12,20,1,1.0,36.76,1.4051,11.1111,12.43,0,1
H001153,E0296,T03160,Support,Critical,Azure|AWS,4,0.0,52,1,7.41,Hyderabad,Kolkata,382.0,19,0.7075,9.8,14.0,8.52,48,1,0.618,29.64,0.869,5.3061,17.56,0,0
H001154,E0143,T02982,Testing,Medium,SQL,4,1.0,96,0,8.68,Coimbatore,Chennai,429.0,4,0.8708,1.9,12.0,8.1,4,0,0.571,34.72,4.2644,50.5263,5.57,1,1
H001155,E0218,T01694,Software Development,High,Python|React|C++,5,0.0,50,1,8.35,Mumbai,Kolkata,358.5,5,0.8738,4.5,11.1,4.58,50,1,0.6415,41.75,1.0187,11.1111,6.26,0,1
H001156,E0036,T01474,Software Development,High,Spring Boot,4,0.0,32,1,7.53,Mumbai,Pune,759.1,31,0.7317,5.5,11.3,5.4,68,1,0.2409,30.12,0.9813,5.8182,8.84,0,1
H001157,E0021,T04445,Testing,Critical,Java|SQL|Selenium,1,0.3333,20,1,7.66,Hyderabad,Coimbatore,832.3,12,0.6613,11.5,16.8,15.92,80,1,0.1677,7.66,1.3839,1.7391,19.99,0,1
H001158,E0075,T04159,Data Engineering,High,PostgreSQL|SQL|Spark,11,0.3333,12,1,8.7,Chennai,Pune,626.2,0,0.9102,7.0,10.8,6.15,88,1,0.3738,95.7,0.8789,1.7143,7.87,0,0
H001159,E0170,T00817,Machine Learning,Medium,PyTorch,8,1.0,60,1,7.7,Chennai,Mumbai,377.6,35,0.7833,7.6,18.9,7.72,40,1,0.6224,61.6,1.0155,7.8947,6.11,1,1
H001160,E0194,T04060,Software Development,Medium,Python,7,0.0,86,1,7.88,Hyderabad,Chennai,394.8,12,0.7067,3.2,15.3,17.26,14,1,0.6052,55.16,5.3943,26.875,5.95,0,0
H001161,E0248,T03511,Bug Fix,Medium,Node.js,3,0.0,36,0,8.74,Kolkata,Bangalore,460.7,39,0.8226,7.1,15.2,14.32,64,0,0.5393,26.22,2.0164,5.0704,15.35,0,0
H001162,E0232,T04048,Data Engineering,High,AWS,6,0.0,50,1,8.79,Hyderabad,Pune,724.7,17,0.99,8.1,22.3,11.95,50,1,0.2753,52.74,1.475,6.1728,12.41,0,1
H001163,E0266,T01369,Machine Learning,Medium,TensorFlow,5,0.0,24,1,6.83,Pune,Pune,0.0,1,0.6721,13.3,37.0,35.34,76,1,1.0,34.15,2.6574,1.8045,23.24,1,1
H001164,E0189,T04194,Machine Learning,Medium,Machine Learning|TensorFlow,8,0.0,16,1,7.49,Pune,Hyderabad,541.8,11,0.9055,8.5,19.7,8.43,84,1,0.4582,59.92,0.9919,1.8824,12.55,0,1
H001165,E0279,T00367,Software Development,High,C++,5,0.0,20,1,8.3,Chennai,Delhi,589.4,29,0.8228,4.9,7.8,7.27,80,1,0.4106,41.5,1.4841,4.0816,8.05,0,1
H001166,E0119,T00055,Data Engineering,High,SQL,7,0.0,78,1,9.07,Chennai,Remote,0.0,27,0.7842,3.8,9.1,9.17,22,1,1.0,63.49,2.4138,20.5263,6.87,1,1
H001167,E0189,T01804,Bug Fix,Medium,Java|SQL,8,0.0,8,0,7.49,Pune,Coimbatore,567.5,37,0.7258,11.1,26.1,16.98,92,0,0.4325,59.92,1.5299,0.7207,40.89,0,0
H001168,E0015,T02066,Support,High,SQL|Python|Azure,12,0.0,52,1,7.76,Kolkata,Chennai,509.7,15,0.8059,4.9,10.9,9.07,48,1,0.4903,93.12,1.8504,10.6122,6.85,0,0
H001169,E0270,T04791,Cybersecurity,High,Azure|AWS|Python,12,0.3333,60,1,8.23,Bangalore,Kolkata,544.5,43,0.8509,7.1,13.8,10.5,40,1,0.4555,98.76,1.4794,8.4507,10.6,0,1
H001170,E0188,T01779,Data Engineering,High,Azure|Python,8,0.5,30,1,7.73,Pune,Remote,0.0,14,0.6879,8.5,13.9,7.66,70,1,1.0,61.84,0.9017,3.5294,10.77,0,1
H001171,E0199,T04059,Support,High,Azure|Java|Python,7,0.0,56,1,6.61,Coimbatore,Coimbatore,0.0,28,0.6535,4.9,8.1,6.43,44,1,1.0,46.27,1.3113,11.4286,7.31,0,1
H001172,E0159,T02052,Cybersecurity,Medium,Linux|Azure|AWS,12,0.3333,26,1,7.91,Hyderabad,Coimbatore,506.2,23,0.7442,4.9,16.3,12.42,74,1,0.4938,94.92,2.5339,5.3061,6.95,1,1
H001173,E0004,T04575,Database,Medium,Python,1,0.0,68,1,9.76,Delhi,Mumbai,494.6,6,0.7536,3.3,12.5,5.35,32,1,0.5054,9.76,1.622,20.6061,6.14,0,1
H001174,E0247,T03186,Bug Fix,Medium,C++,9,1.0,35,1,8.51,Kolkata,Bangalore,690.3,16,0.787,6.4,13.4,13.3,65,1,0.3097,76.59,2.0776,5.4688,4.76,1,1
H001175,E0197,T02641,Cloud/DevOps,Medium,Azure,12,0.0,5,1,8.77,Coimbatore,Pune,235.9,42,0.8039,10.3,28.5,20.29,95,1,0.7641,105.24,1.9703,0.4854,13.29,0,0
H001176,E0061,T00246,Software Development,Low,Spring Boot,6,1.0,48,1,8.01,Hyderabad,Hyderabad,0.0,12,0.7785,6.2,36.5,38.46,52,1,1.0,48.06,6.2036,7.7419,5.62,1,1
H001177,E0112,T00262,Database,High,PostgreSQL|Java|MongoDB,12,0.3333,71,1,7.56,Chennai,Coimbatore,302.3,43,0.7681,4.3,11.3,10.61,29,1,0.6977,90.72,2.4685,16.5116,5.65,1,1
H001178,E0197,T03434,Testing,Medium,Selenium|Java,12,0.5,28,1,8.77,Coimbatore,Remote,0.0,13,0.8265,8.6,35.7,24.68,72,1,1.0,105.24,2.8694,3.2558,10.47,1,1
H001179,E0050,T00912,Support,High,Python|Azure,1,0.5,67,1,8.54,Delhi,Delhi,0.0,10,0.7191,10.4,23.2,9.64,33,1,1.0,8.54,0.9272,6.4423,17.21,0,1
H001180,E0296,T04155,Cloud/DevOps,Low,Kubernetes|Python|Linux,4,0.0,43,1,7.41,Hyderabad,Remote,0.0,16,0.791,7.8,27.5,24.79,57,1,1.0,29.64,3.1783,5.5128,10.94,1,1
H001181,E0211,T04201,Support,High,Java|Python|SQL,6,0.0,68,1,7.95,Coimbatore,Delhi,419.1,26,0.8737,7.5,19.5,21.14,32,1,0.5809,47.7,2.819,9.0667,13.57,1,1
H001182,E0074,T01798,Support,Medium,Python,8,0.0,56,1,7.23,Chennai,Mumbai,330.2,26,0.7272,9.7,28.3,10.16,44,1,0.6698,57.84,1.0474,5.7732,12.92,0,1
H001183,E0261,T00167,Data Engineering,Medium,AWS,11,0.0,51,1,7.8,Coimbatore,Chennai,844.5,9,0.9202,4.8,14.9,7.4,49,1,0.1555,85.8,1.5421,10.625,6.36,1,1
H001184,E0162,T04427,Database,Medium,Python,6,0.0,38,1,7.3,Bangalore,Coimbatore,101.2,27,0.6905,9.6,22.6,10.33,62,1,0.8988,43.8,1.0763,3.9583,15.07,0,0
H001185,E0229,T00530,Data Engineering,Low,SQL,2,0.0,40,1,8.5,Coimbatore,Hyderabad,118.8,42,0.7991,9.2,70.5,50.94,60,1,0.8812,17.0,5.5371,4.3478,13.16,1,1
H001186,E0102,T04290,Bug Fix,Low,Spring Boot,5,0.0,29,1,7.11,Hyderabad,Pune,353.3,41,0.6779,7.3,30.4,28.53,71,1,0.6467,35.55,3.9086,3.9726,11.44,1,1
H001187,E0057,T00766,Software Development,High,C++,7,0.0,27,1,7.25,Coimbatore,Mumbai,74.4,10,0.666,4.2,6.6,3.79,73,1,0.9256,50.75,0.9026,6.4286,6.82,0,1
H001188,E0138,T00301,Bug Fix,Low,Spring Boot|Python,8,0.0,49,1,6.89,Delhi,Hyderabad,552.1,2,0.7136,11.3,56.9,50.33,51,1,0.4479,55.12,4.4539,4.3363,18.68,1,1
H001189,E0278,T04642,Data Engineering,High,AWS|PostgreSQL,11,0.0,26,1,7.42,Hyderabad,Remote,0.0,40,0.8259,5.5,12.5,4.98,74,1,1.0,81.62,0.906,4.7273,9.03,0,1
H001190,E0162,T04495,Machine Learning,Medium,SQL|Python|PyTorch,6,0.3333,43,1,7.3,Bangalore,Hyderabad,21.2,39,0.823,5.9,13.9,13.33,57,1,0.9788,43.8,2.2595,7.2881,8.24,1,1
H001191,E0254,T03184,Cloud/DevOps,High,Python,1,0.0,56,1,9.12,Bangalore,Coimbatore,301.4,28,0.7239,4.7,9.4,6.37,44,1,0.6986,9.12,1.3549,11.9149,8.08,0,1
H001192,E0176,T01742,Software Development,High,Java|Spring Boot,10,0.0,69,1,8.15,Pune,Chennai,128.0,19,0.9372,8.6,14.0,14.04,31,1,0.872,81.5,1.6329,8.0233,15.32,0,0
H001193,E0103,T01662,Machine Learning,Critical,PyTorch,1,0.0,21,1,7.81,Coimbatore,Hyderabad,686.5,25,0.6298,6.9,11.4,8.74,79,1,0.3135,7.81,1.2662,3.0435,12.22,0,1
H001194,E0147,T04605,Software Development,High,JavaScript,6,0.0,14,1,8.26,Bangalore,Remote,0.0,9,0.6954,10.0,29.1,10.74,86,1,1.0,49.56,1.0741,1.4,13.84,0,1
H001195,E0120,T02921,Data Engineering,High,Spark,3,0.0,35,1,8.92,Mumbai,Bangalore,494.5,8,0.84,6.0,9.8,8.67,65,1,0.5055,26.76,1.4446,5.8333,9.19,0,0
H001196,E0142,T04349,Machine Learning,Low,SQL,3,0.0,9,1,8.73,Kolkata,Pune,487.8,27,0.8103,2.1,24.0,9.92,91,1,0.5122,26.19,4.7249,4.2857,2.96,1,1
H001197,E0262,T03665,Bug Fix,High,Node.js|SQL|Spring Boot,3,0.3333,31,1,9.29,Chennai,Hyderabad,497.1,24,0.8304,4.4,11.3,12.97,69,1,0.5029,27.87,2.9487,7.0455,5.71,1,1
H001198,E0065,T01241,Machine Learning,High,TensorFlow,12,1.0,40,1,7.13,Hyderabad,Chennai,229.5,14,0.8309,6.6,16.8,12.08,60,1,0.7705,85.56,1.8299,6.0606,6.58,1,1
H001199,E0020,T03473,Cloud/DevOps,High,Python,3,0.0,65,1,8.99,Pune,Mumbai,236.1,26,0.8887,4.6,12.2,8.37,35,1,0.7639,26.97,1.8205,14.1304,7.72,0,0
H001200,E0025,T03604,Testing,Critical,Python|Java|JavaScript,2,0.0,41,1,7.95,Chennai,Bangalore,62.4,23,0.621,3.1,5.0,5.64,59,1,0.9376,15.9,1.8183,13.2258,5.8,0,1
H001201,E0181,T01914,Support,Medium,Python,5,0.0,90,1,8.36,Kolkata,Remote,0.0,33,0.8124,4.8,12.0,7.49,10,1,1.0,41.8,1.5603,18.75,9.31,0,1
H001202,E0106,T03760,Cloud/DevOps,Low,Python|Kubernetes,5,0.5,9,1,7.85,Delhi,Chennai,414.7,4,0.7449,7.3,30.2,30.93,91,1,0.5853,39.25,4.2367,1.2329,9.73,1,1
H001203,E0207,T00876,Cybersecurity,Medium,Cybersecurity|Python,12,0.0,29,1,8.72,Delhi,Kolkata,617.1,34,0.9443,7.4,32.7,32.42,71,1,0.3829,104.64,4.3808,3.9189,11.57,1,1
H001204,E0282,T04830,Software Development,Medium,JavaScript,8,1.0,23,1,7.33,Pune,Delhi,543.4,27,0.8081,12.6,50.8,23.43,77,1,0.4566,58.64,1.8595,1.8254,11.75,1,1
H001205,E0258,T03793,Machine Learning,Low,PyTorch|Machine Learning,6,0.0,81,1,7.59,Kolkata,Chennai,415.8,22,0.8657,3.1,24.0,25.25,19,1,0.5842,45.54,8.1462,26.129,5.9,1,1
H001206,E0010,T02117,Machine Learning,Medium,Deep Learning|PyTorch|Python,10,0.3333,30,1,7.41,Delhi,Coimbatore,671.2,36,0.6677,10.4,42.4,40.45,70,1,0.3288,74.1,3.8893,2.8846,11.18,1,1
H001207,E0265,T02779,Support,Medium,SQL,10,0.0,12,1,7.62,Bangalore,Hyderabad,692.3,12,0.9267,8.2,23.3,24.72,88,1,0.3077,76.2,3.0148,1.4634,13.4,0,0
H001208,E0155,T03466,Testing,Low,Java|Selenium|Python,7,0.6667,37,1,8.38,Mumbai,Remote,0.0,5,0.7347,4.4,28.4,11.17,63,1,1.0,58.66,2.5383,8.4091,5.18,1,1
H001209,E0112,T03858,Cybersecurity,Critical,Linux,12,1.0,63,1,7.56,Chennai,Hyderabad,181.1,41,0.6988,5.1,9.0,3.95,37,1,0.8189,90.72,0.7739,12.3529,5.45,0,1
H001210,E0003,T00761,Bug Fix,Medium,Spring Boot,5,1.0,55,0,9.25,Coimbatore,Hyderabad,588.9,23,0.8909,7.4,21.5,22.72,45,0,0.4111,46.25,3.0697,7.4324,16.78,0,1
H001211,E0066,T03301,Testing,Medium,SQL|Java|Python,12,0.3333,73,1,7.52,Pune,Remote,0.0,14,0.7961,5.7,22.5,9.57,27,1,1.0,90.24,1.6782,12.807,9.28,1,1
H001212,E0129,T04174,Cybersecurity,Critical,Cybersecurity|AWS|Python,8,0.0,18,1,6.57,Hyderabad,Coimbatore,210.2,9,0.7416,3.4,5.6,5.12,82,1,0.7898,52.56,1.5052,5.2941,5.05,0,0
H001213,E0057,T00665,Database,Critical,PostgreSQL|Python|Java,7,0.0,15,1,7.25,Coimbatore,Remote,0.0,7,0.6734,8.2,12.2,9.57,85,1,1.0,50.75,1.1673,1.8293,11.02,0,1
H001214,E0099,T02861,Bug Fix,High,Python,2,0.0,46,1,7.81,Coimbatore,Chennai,579.1,15,0.6589,15.6,40.6,30.38,54,1,0.4209,15.62,1.9475,2.9487,29.39,1,1
H001215,E0268,T04338,Software Development,Medium,Python,9,0.0,10,1,7.16,Mumbai,Mumbai,0.0,21,0.7262,8.7,37.5,31.36,90,1,1.0,64.44,3.6046,1.1494,12.65,1,1
H001216,E0291,T00987,Bug Fix,Medium,SQL|JavaScript|Node.js,8,0.0,59,1,9.82,Kolkata,Pune,184.1,8,0.7908,5.7,20.8,16.49,41,1,0.8159,78.56,2.8934,10.3509,7.0,1,1
H001217,E0235,T02619,Machine Learning,High,Machine Learning,7,0.0,77,1,6.54,Mumbai,Mumbai,0.0,13,0.7622,6.3,16.4,10.63,23,1,1.0,45.78,1.6868,12.2222,10.29,0,0
H001218,E0172,T02436,Data Engineering,Medium,Spark|AWS|SQL,7,0.0,17,1,8.47,Mumbai,Remote,0.0,12,0.7725,7.0,22.0,10.92,83,1,1.0,59.29,1.5598,2.4286,11.58,0,0
H001219,E0216,T00333,Machine Learning,Medium,PyTorch,10,0.0,62,1,9.37,Chennai,Remote,0.0,10,0.9049,10.1,36.1,30.37,38,1,1.0,93.7,3.0068,6.1386,12.6,1,1
H001220,E0241,T00804,Database,Critical,PostgreSQL|Python|Java,2,0.6667,48,1,8.0,Bangalore,Pune,401.1,36,0.6675,6.0,7.2,4.94,52,1,0.5989,16.0,0.8239,8.0,8.08,0,1
H001221,E0196,T00085,Support,Medium,Python|SQL,9,0.5,83,1,6.77,Kolkata,Coimbatore,663.9,20,0.7551,7.1,16.0,11.98,17,1,0.3361,60.93,1.6867,11.6901,9.2,1,1
H001222,E0239,T01759,Cybersecurity,Medium,Cybersecurity|Linux|Python,5,0.0,71,1,7.47,Mumbai,Bangalore,769.3,44,0.6823,7.1,16.2,13.13,29,1,0.2307,37.35,1.8491,10.0,11.67,1,1
H001223,E0141,T04665,Machine Learning,Medium,Machine Learning,9,0.0,33,0,7.68,Hyderabad,Kolkata,808.9,10,0.8556,12.6,48.9,40.26,67,0,0.1911,69.12,3.195,2.619,36.2,0,0
H001224,E0214,T04895,Cloud/DevOps,Low,Python|Kubernetes|Docker,8,0.3333,51,1,9.17,Chennai,Kolkata,58.6,37,0.8429,5.6,24.0,10.25,49,1,0.9414,73.36,1.8305,9.1071,5.9,1,1
H001225,E0192,T01932,Software Development,Medium,Python|Node.js,11,0.5,69,1,8.17,Chennai,Delhi,796.0,8,0.7408,6.3,19.9,15.05,31,1,0.204,89.87,2.3893,10.9524,8.06,0,1
H001226,E0242,T00181,Data Engineering,High,Azure|AWS,7,0.0,24,0,7.8,Kolkata,Remote,0.0,16,0.7029,2.5,6.0,2.27,76,0,1.0,54.6,0.9074,9.6,7.53,0,1
H001227,E0295,T03212,Software Development,Medium,Python,1,1.0,24,1,9.23,Mumbai,Hyderabad,692.6,27,0.8376,5.8,12.8,8.37,76,1,0.3074,9.23,1.4437,4.1379,5.18,1,1
H001228,E0293,T04914,Software Development,High,React|Java|Spring Boot,9,0.0,52,1,7.88,Delhi,Chennai,473.0,1,0.7045,7.1,15.6,9.14,48,1,0.527,70.92,1.2867,7.3239,9.51,0,1
H001229,E0146,T00211,Bug Fix,High,JavaScript|C++,1,0.0,74,1,8.65,Chennai,Coimbatore,633.9,44,0.725,7.3,19.0,15.55,26,1,0.3661,8.65,2.1299,10.137,14.08,1,1
H001230,E0170,T03440,Cloud/DevOps,Medium,Docker,8,0.0,44,1,7.7,Chennai,Hyderabad,402.9,0,0.8157,5.6,20.8,22.11,56,1,0.5971,61.6,3.9476,7.8571,6.89,1,1
H001231,E0051,T03977,Cybersecurity,High,Python,7,0.0,80,1,7.46,Kolkata,Bangalore,534.7,23,0.764,6.3,14.9,15.78,20,1,0.4653,52.22,2.5049,12.6984,10.6,0,0
H001232,E0286,T04570,Database,Medium,Java|SQL,9,0.0,60,1,9.99,Kolkata,Chennai,499.3,23,0.9661,7.0,22.6,19.78,40,1,0.5007,89.91,2.8264,8.5714,8.32,1,1
H001233,E0149,T02641,Cloud/DevOps,Medium,Azure,6,0.0,92,0,9.02,Pune,Pune,0.0,4,0.7969,10.3,28.5,15.54,8,0,1.0,54.12,1.5085,8.932,37.14,0,1
H001234,E0121,T03161,Bug Fix,Medium,Node.js,3,0.0,55,1,8.84,Coimbatore,Remote,0.0,29,0.7985,6.9,18.2,20.45,45,1,1.0,26.52,2.9632,7.971,9.46,1,1
H001235,E0283,T04491,Testing,Low,Python|JavaScript|Selenium,12,0.0,35,1,8.86,Bangalore,Remote,0.0,8,0.8959,16.8,115.4,105.97,65,1,1.0,106.32,6.3079,2.0833,26.21,1,1
H001236,E0050,T04814,Data Engineering,High,Python,1,1.0,62,1,8.54,Delhi,Bangalore,473.9,11,0.6414,6.0,11.4,9.77,38,1,0.5261,8.54,1.6285,10.3333,7.04,1,1
H001237,E0178,T03878,Database,Critical,PostgreSQL|Java|Python,3,0.3333,44,1,8.07,Coimbatore,Chennai,706.1,6,0.6499,2.1,3.5,1.93,56,1,0.2939,24.21,0.9196,20.9524,3.2,0,1
H001238,E0004,T00304,Software Development,Medium,Java|React|JavaScript,1,0.0,77,1,9.76,Delhi,Remote,0.0,13,0.881,3.2,13.1,14.35,23,1,1.0,9.76,4.4846,24.0625,5.17,1,1
H001239,E0012,T03442,Cybersecurity,High,Azure,3,0.0,79,1,7.52,Pune,Chennai,162.7,32,0.7124,9.1,21.3,17.55,21,1,0.8373,22.56,1.9282,8.6813,16.08,1,1
H001240,E0093,T04122,Machine Learning,Medium,Deep Learning|SQL,7,0.0,59,1,7.32,Delhi,Delhi,0.0,11,0.8594,6.4,27.4,22.67,41,1,1.0,51.24,3.5422,9.2188,8.99,1,1
H001241,E0091,T03569,Testing,Critical,Selenium|JavaScript,8,0.0,20,1,7.66,Pune,Coimbatore,743.8,9,0.8399,7.2,11.6,4.57,80,1,0.2562,61.28,0.6342,2.7778,8.87,0,1
H001242,E0083,T01391,Machine Learning,Medium,TensorFlow|Deep Learning|Python,10,0.3333,29,1,7.23,Kolkata,Coimbatore,553.1,33,0.7066,7.1,29.6,12.38,71,1,0.4469,72.3,1.7431,4.0845,9.84,1,1
H001243,E0095,T02826,Machine Learning,Medium,Python|PyTorch,11,0.0,23,1,8.24,Chennai,Remote,0.0,27,0.8569,2.5,12.0,5.23,77,1,1.0,90.64,2.0912,9.2,3.19,1,1
H001244,E0168,T01134,Support,High,SQL,2,0.0,41,1,8.62,Kolkata,Mumbai,76.8,5,0.8135,13.4,24.2,18.91,59,1,0.9232,17.24,1.4115,3.0597,19.0,0,1
H001245,E0126,T00136,Bug Fix,High,JavaScript|Node.js,3,0.5,35,1,8.1,Bangalore,Remote,0.0,33,0.8672,4.3,8.2,7.18,65,1,1.0,24.3,1.6704,8.1395,6.44,1,1
H001246,E0045,T01116,Software Development,Medium,Python|C++,11,0.5,19,1,7.59,Hyderabad,Kolkata,639.5,43,0.7623,15.0,40.3,39.63,81,1,0.3605,83.49,2.6418,1.2667,16.98,1,1
H001247,E0049,T00494,Data Engineering,High,SQL|Spark,2,0.0,73,1,7.62,Chennai,Remote,0.0,40,0.6912,5.3,14.6,15.2,27,1,1.0,15.24,2.8673,13.7736,10.68,1,1
H001248,E0296,T00656,Testing,Medium,SQL|Java,4,0.0,54,1,7.41,Hyderabad,Coimbatore,620.7,7,0.7523,6.2,18.2,11.05,46,1,0.3793,29.64,1.7826,8.7097,8.63,1,1
H001249,E0043,T00518,Machine Learning,Low,Machine Learning|SQL,11,0.0,69,1,8.98,Hyderabad,Hyderabad,0.0,20,0.9835,5.1,32.4,14.12,31,1,1.0,98.78,2.7688,13.5294,8.43,1,1
H001250,E0039,T00931,Database,High,Python,10,0.0,83,0,8.28,Hyderabad,Remote,0.0,32,0.8665,11.1,21.3,15.22,17,0,1.0,82.8,1.3711,7.4775,35.34,0,0
H001251,E0094,T03239,Cybersecurity,High,Azure|Python|AWS,1,0.0,64,1,7.77,Hyderabad,Kolkata,181.9,3,0.6516,10.5,29.4,10.48,36,1,0.8181,7.77,0.9985,6.0952,20.03,0,1
H001252,E0124,T04038,Cybersecurity,Medium,AWS|Azure|Linux,2,0.3333,53,1,8.48,Mumbai,Coimbatore,518.3,2,0.72,15.8,68.4,39.03,47,1,0.4817,16.96,2.4706,3.3544,20.02,1,1
H001253,E0276,T04110,Machine Learning,Critical,SQL|PyTorch|Deep Learning,1,0.3333,8,1,7.85,Hyderabad,Remote,0.0,31,0.6687,14.6,24.0,9.21,92,1,1.0,7.85,0.6307,0.5479,20.8,0,1
H001254,E0152,T04420,Cybersecurity,Medium,Cybersecurity|AWS|Azure,9,0.0,47,1,8.23,Coimbatore,Remote,0.0,38,0.8912,7.5,31.3,12.59,53,1,1.0,74.07,1.6791,6.2667,9.35,1,1
H001255,E0214,T01515,Machine Learning,Critical,Deep Learning|PyTorch|Machine Learning,8,0.3333,50,1,9.17,Chennai,Mumbai,412.6,39,0.8695,3.8,4.8,4.62,50,1,0.5874,73.36,1.2152,13.1579,4.77,0,1
H001256,E0158,T03904,Cybersecurity,High,Cybersecurity|Python|Azure,3,0.0,81,1,8.78,Mumbai,Coimbatore,662.0,36,0.7194,10.1,18.7,19.27,19,1,0.338,26.34,1.9079,8.0198,20.74,0,1
H001257,E0183,T03455,Cloud/DevOps,High,Kubernetes|Linux,5,0.0,88,1,8.19,Pune,Pune,0.0,24,0.816,8.3,18.9,7.15,12,1,1.0,40.95,0.8609,10.6024,15.73,0,1
H001258,E0189,T04321,Cloud/DevOps,Medium,Docker,8,0.0,17,0,7.49,Pune,Pune,0.0,35,0.7592,7.2,35.0,14.3,83,0,1.0,59.92,1.9855,2.3611,19.07,0,1
H001259,E0242,T00192,Software Development,Medium,Node.js|Spring Boot,7,0.5,17,1,7.8,Kolkata,Remote,0.0,23,0.5801,4.9,12.8,8.92,83,1,1.0,54.6,1.82,3.4694,5.13,1,1
H001260,E0200,T00848,Database,High,PostgreSQL|Python,9,0.5,59,0,8.73,Hyderabad,Mumbai,163.2,2,0.898,7.7,12.7,6.98,41,0,0.8368,78.57,0.907,7.6623,20.76,0,1
H001261,E0120,T04603,Testing,Low,JavaScript|Java,3,1.0,36,1,8.92,Mumbai,Remote,0.0,32,0.8599,4.5,31.5,35.18,64,1,1.0,26.76,7.8184,8.0,4.46,1,1
H001262,E0288,T03147,Data Engineering,High,Azure|PostgreSQL,8,0.0,98,1,7.63,Coimbatore,Chennai,753.8,38,0.8207,9.1,26.8,9.39,2,1,0.2462,61.04,1.0324,10.7692,17.84,0,1
H001263,E0134,T03821,Database,High,Java,2,0.0,55,1,8.83,Chennai,Coimbatore,639.6,19,0.7899,3.9,7.7,4.54,45,1,0.3604,17.66,1.1635,14.1026,6.04,0,1
H001264,E0135,T02300,Machine Learning,Medium,Deep Learning,3,0.0,31,1,8.55,Mumbai,Coimbatore,159.6,25,0.7567,3.8,12.0,5.88,69,1,0.8404,25.65,1.5462,8.1579,6.57,0,1
H001265,E0177,T00785,Cloud/DevOps,Low,Docker|Linux,2,0.5,25,1,9.19,Pune,Remote,0.0,33,0.8703,5.2,24.0,18.66,75,1,1.0,18.38,3.588,4.8077,7.65,1,1
H001266,E0156,T00651,Bug Fix,High,Python|SQL|C++,6,0.3333,45,1,8.14,Coimbatore,Mumbai,768.5,36,0.8552,6.3,15.6,14.71,55,1,0.2315,48.84,2.3343,7.1429,9.14,1,1
H001267,E0233,T00730,Cybersecurity,High,AWS|Cybersecurity,10,0.5,87,1,8.67,Kolkata,Delhi,532.5,41,0.7605,13.4,23.6,15.67,13,1,0.4675,86.7,1.1691,6.4925,15.24,1,1
H001268,E0253,T04109,Software Development,Low,Node.js,9,0.0,66,1,8.02,Pune,Hyderabad,803.0,30,0.8943,5.9,33.4,29.28,34,1,0.197,72.18,4.9633,11.1864,9.83,1,1
H001269,E0297,T01358,Data Engineering,Medium,Azure|SQL,12,0.5,10,1,7.66,Bangalore,Chennai,68.5,3,0.8769,7.6,24.6,17.9,90,1,0.9315,91.92,2.355,1.3158,9.74,1,1
H001270,E0027,T04966,Database,Medium,PostgreSQL,11,0.0,36,1,8.0,Kolkata,Coimbatore,364.2,11,0.8068,3.1,12.0,10.28,64,1,0.6358,88.0,3.3163,11.6129,3.7,0,0
H001271,E0197,T03235,Bug Fix,Medium,SQL,12,0.0,28,1,8.77,Coimbatore,Remote,0.0,0,0.8127,5.6,20.9,22.97,72,1,1.0,105.24,4.1015,5.0,8.69,1,1
H001272,E0081,T04142,Database,Medium,Java|SQL|Python,8,0.0,58,1,8.77,Kolkata,Remote,0.0,38,0.8888,4.9,22.3,15.92,42,1,1.0,70.16,3.25,11.8367,6.91,1,1
H001273,E0006,T02156,Data Engineering,Medium,AWS|PostgreSQL|Spark,11,0.3333,52,1,7.1,Bangalore,Bangalore,0.0,1,0.81,5.0,22.9,10.23,48,1,1.0,78.1,2.0451,10.4,7.42,1,1
H001274,E0230,T01120,Software Development,Medium,Java,10,0.0,40,1,8.72,Coimbatore,Mumbai,493.2,28,0.9191,7.5,37.4,35.87,60,1,0.5068,87.2,4.7821,5.3333,8.76,1,1
H001275,E0115,T01595,Database,High,Python|SQL,11,0.0,37,1,7.24,Bangalore,Delhi,580.4,10,0.7398,3.1,7.3,5.63,63,1,0.4196,79.64,1.8167,11.9355,4.39,1,1
